NationalID,Gender,GivenName,MiddleInitial,Surname,StreetAddress,City,State,ZipCode,Birthday,CCType,CCNumber,CCExpires
595-93-8525,female,Andrea,C,Arthur,4957 Agriculture Lane,Homestead,FL,33030,2/11/1965,MasterCard,5396468820447936,2/2015
362-56-2297,female,Beverly,J,Smith,4988 D Street,Detroit,MI,48226,2/28/1973,MasterCard,5146646887237026,1/2011
214-50-4816,male,Randy,F,Parson,3370 Blue Spruce Lane,Solomons,MD,20688,8/27/1976,MasterCard,5195994975104488,4/2013
455-20-6919,male,Robert,E,Lane,4289 Short Street,Austin,TX,78701,4/5/1958,Visa,4539177500356975,5/2012
683-07-4413,male,Andrew,D,McWilliams,3453 Happy Hollow Road,Harrells,NC,28444,3/14/1984,Visa,4929921960654421,12/2015
529-75-0762,female,Ellen,T,Hamer,922 Walton Street,Ogden,UT,84403,9/10/1978,MasterCard,5273560017985443,4/2012
578-27-4609,male,Bradly,K,Prince,2572 Hickory Lane,Beltsville,DC,20705,3/24/1981,MasterCard,5281322208703576,11/2013
674-24-3380,female,Debra,J,Mastin,1973 Layman Court,Alpharetta,GA,30201,5/28/1979,MasterCard,5436081851457435,7/2014
164-30-4961,male,Douglas,R,Harris,1669 Simpson Avenue,York,PA,17402,10/30/1959,MasterCard,5537303515018298,6/2013
406-98-7304,female,Susan,S,Tinker,2254 Crosswind Drive,Sebree,KY,42455,12/24/1978,Visa,4485261477507721,3/2011
577-60-9041,male,Charles,J,Carter,102 Rhode Island Avenue,Washington,DC,20011,1/5/1959,MasterCard,5234487745651246,6/2011
579-86-9688,female,Georgia,J,Devitt,3799 Rhode Island Avenue,Washington,DC,20005,11/2/1972,MasterCard,5299632984168616,10/2015
043-04-9060,male,Kenneth,J,Balling,2984 School Street,New Haven,CT,06510,9/11/1991,MasterCard,5204824210292757,9/2013
429-30-5670,female,Sherry,W,Guillemette,4257 Rosebud Avenue,Bull Shoals,AR,72619,9/25/1945,MasterCard,5156066424913491,5/2013
761-01-7833,male,Orval,R,Mosteller,719 Burton Avenue,Arlington,TN,38002,9/20/1952,MasterCard,5438394644967646,7/2013
309-52-6319,female,Veronica,L,Booker,1360 Davisson Street,Ladoga,IN,47954,12/27/1974,Visa,4916342399763367,11/2014
427-59-1393,male,James,L,Grubbs,2422 Tanglewood Road,Jackson,MS,39213,9/9/1943,Visa,4716991873506692,4/2014
287-18-1118,female,Vicki,T,Lott,3469 Collins Avenue,Columbus,OH,43213,9/26/1941,MasterCard,5229138828718736,10/2015
365-90-1655,male,Andrew,M,Matthews,128 Haven Lane,Lansing,MI,48933,12/27/1964,MasterCard,5346536811937965,5/2015
451-92-1469,female,Miriam,J,Malinowski,4680 Grey Fox Farm Road,Houston,TX,77025,5/2/1949,MasterCard,5474939431552988,8/2015
209-64-4928,male,James,R,Lucero,140 Chandler Hollow Road,Pittsburgh,PA,15201,3/1/1981,Visa,4539574957508555,4/2012
059-52-1234,male,Eddie,A,Vine,1067 Small Street,New York,NY,10023,11/3/1966,MasterCard,5200029120398538,2/2011
267-97-4450,female,Sally,S,Testa,2591 Badger Pond Lane,Tampa,FL,33610,10/25/1954,Visa,4485188541669486,11/2015
530-50-6488,female,Sandra,T,Carson,3503 Hiney Road,Las Vegas,NV,89101,3/13/1926,MasterCard,5472323830143610,2/2012
423-68-1566,female,Amy,M,Turner,177 Petunia Way,Pell City,AL,35125,3/27/1990,Visa,4716281342985069,8/2012
383-34-2701,male,Ryan,K,Dougherty,22 Wetzel Lane,Grand Rapids,MI,49508,8/4/1938,Visa,4916102517538616,10/2013
693-03-2400,female,Robin,E,Gonzales,3230 Fleming Way,Bethia,VA,23113,8/16/1977,Visa,4485125559982443,9/2013
249-30-9797,male,James,P,Bandy,4308 Kessla Way,North Charleston,SC,29420,9/2/1938,MasterCard,5119016144039511,4/2014
395-14-6930,female,Elizabeth,T,Pinckney,2087 Lynch Street,New Berlin,WI,53151,2/25/1987,Visa,4916250784568897,8/2012
165-34-2875,female,Hae,A,Mielke,3792 Michigan Avenue,Bridgeville,PA,15017,11/2/1952,Visa,4929599688488973,7/2015
683-05-2580,male,Jason,A,Sam,1776 Bryan Street,Elkin,NC,28621,12/16/1973,Visa,4539826286048426,8/2013
394-84-8523,male,Frederick,D,Coulter,2003 Woodlawn Drive,New Berlin,WI,53151,9/7/1989,MasterCard,5555071613887198,3/2015
763-01-2163,male,Roger,T,Bowers,4667 Broadway Avenue,Johnson City,TN,37601,12/17/1974,MasterCard,5449158460872777,8/2013
522-72-9471,male,George,M,Rosen,4263 Shobe Lane,Breckenridge,CO,80424,5/27/1936,Visa,4916469430036105,4/2013
314-04-4450,male,Gerald,R,Hyatt,1456 Conaway Street,Ramsey,IN,47166,7/31/1956,MasterCard,5265589594052236,10/2015
323-58-3663,female,Susan,G,Purcell,1156 Spring Street,Jacksonville,IL,62650,7/21/1953,MasterCard,5163516722305726,3/2014
402-42-1557,male,Chester,J,Roby,4549 North Bend River Road,Paintsville,KY,41240,4/22/1931,Visa,4916344332642229,9/2014
574-38-0950,female,Bobbie,H,Andrade,3440 Veltri Drive,Anchorage,AK,99503,1/9/1931,MasterCard,5244049473455782,10/2012
577-92-8592,male,Eric,T,McCasland,2433 Goldcliff Circle,Washington,DC,20002,11/16/1960,MasterCard,5394559942998103,1/2013
251-13-4856,male,Nicholas,V,Taylor,2306 Java Lane,Columbia,SC,29201,11/21/1936,MasterCard,5347458539135401,8/2015
357-46-3963,male,Justin,A,Cha,4817 Tator Patch Road,Chicago,IL,60634,4/5/1956,Visa,4916089052602867,6/2012
551-88-2579,female,Marie,W,Wickham,2212 Providence Lane,Baldwin Park,CA,91706,9/22/1933,MasterCard,5247301236163238,1/2011
426-07-3781,male,Donald,D,Govan,980 O Conner Street,Gulfport,MS,39501,10/3/1946,MasterCard,5450250833247351,4/2012
467-49-4370,female,Ann,G,Howerton,4276 Parrish Avenue,Victoria,TX,77901,9/2/1982,Visa,4916613023917375,5/2014
562-35-7968,male,Ronald,C,Laird,3979 Marietta Street,Vallejo,CA,94590,12/21/1988,Visa,4485862369277099,9/2015
559-92-6775,female,Edna,J,Pacheco,3613 Hamill Avenue,San Diego,CA,92126,5/1/1970,Visa,4916606676806960,6/2013
587-03-6030,male,Daniel,D,Martinsen,1455 Mcwhorter Road,Greenville,MS,38701,7/5/1977,Visa,4916645560967157,8/2014
034-88-3216,female,Donna,M,Caron,3883 Trouser Leg Road,Springfield,MA,01103,6/19/1926,MasterCard,5276953902814959,7/2011
644-22-7991,female,Patricia,J,Duncan,472 Ashton Lane,Austin,TX,78758,4/6/1976,MasterCard,5120254521228475,7/2015
376-72-2473,male,Morris,B,Morton,2669 Cunningham Court,Southfield,MI,48075,8/18/1950,MasterCard,5577801985388357,9/2012
482-09-5446,female,Helen,T,Shuey,3130 Morningview Lane,Greene,IA,50636,6/24/1967,Visa,4916327757285962,11/2012
367-28-5290,female,Martha,B,Simpson,1870 Goff Avenue,Kalamazoo,MI,49007,9/8/1979,MasterCard,5109274338830268,11/2014
612-23-0368,female,Desiree,W,Pena,788 Red Maple Drive,Burbank,CA,91504,6/15/1950,Visa,4556634561490216,12/2015
017-42-0387,female,Jeraldine,A,Rodriguez,1245 Levy Court,Wilmington,MA,01887,5/19/1955,MasterCard,5325384194838640,4/2013
240-66-4571,male,Casey,R,Nagy,2341 Red Dog Road,Charlotte,NC,28209,2/6/1961,Visa,4539086802877176,4/2011
500-34-1031,male,Ralph,L,Bell,1747 Twin House Lane,Springfield,MO,65804,7/14/1970,MasterCard,5262541506704514,6/2011
340-50-6637,female,Denise,O,Boozer,788 Steele Street,Aurora,IL,60504,10/15/1956,MasterCard,5348232946331401,3/2011
018-70-6974,male,Lane,S,Hawkins,496 Wescam Court,Boston,MA,02199,9/18/1989,Visa,4485113341117932,10/2013
271-64-5145,male,Joseph,J,Johnson,115 Irving Road,Columbus,OH,43215,11/13/1987,Visa,4556278976466096,2/2011
456-70-7464,male,David,C,Diehl,1731 Fancher Drive,Dallas,TX,75204,7/28/1944,MasterCard,5169809669678187,4/2014
618-54-2183,male,Peter,L,Roberts,2186 Driftwood Road,San Jose,CA,95131,3/1/1936,Visa,4539399685357350,11/2012
274-26-6505,male,Juan,J,Gordon,3606 Walnut Hill Drive,Cincinnati,OH,45227,7/22/1954,MasterCard,5543327838578961,11/2014
344-48-7838,female,Eileen,L,Grove,4135 Simpson Street,Milan,IL,61264,3/14/1949,Visa,4485540124479313,9/2012
769-28-2654,male,Lloyd,J,Weed,1534 Oakdale Avenue,Tampa,FL,33610,1/3/1980,MasterCard,5367635884637066,8/2011
549-01-1344,female,Mei,J,Bishop,448 Black Oak Hollow Road,Gilroy,CA,95020,7/6/1932,Visa,4929358580124909,6/2015
241-53-6722,female,Frances,E,Webb,225 Dola Mine Road,Morrisville,NC,27560,7/6/1930,MasterCard,5545738328990029,8/2014
302-48-6025,male,Travis,R,Woods,3552 Horner Street,Boardman,OH,44512,8/29/1948,Visa,4929889346727650,1/2014
283-02-8453,female,Ethel,D,Yost,1029 Davis Place,Cairo (Allen),OH,45820,5/19/1934,MasterCard,5134136740369806,12/2014
614-53-3720,female,Rebecca,E,Martinez,3871 Wayside Lane,Oakland,CA,94612,2/23/1953,Visa,4916728890939623,6/2012
228-71-2615,male,Dan,E,Aponte,2071 Golf Course Drive,Chantilly,VA,22021,6/14/1969,Visa,4929395973638244,8/2013
451-65-4054,male,Edgar,N,Smith,973 Brooke Street,Houston,TX,77002,8/11/1992,MasterCard,5164468155522378,4/2011
476-22-0107,female,Julie,R,Rivera,4637 Rocket Drive,Richfield,MN,55423,4/8/1936,Visa,4929265845370005,2/2015
404-78-6702,male,Lyndon,C,Moncrief,3680 Carson Street,Lexington,KY,40507,8/25/1968,MasterCard,5351352178449764,3/2013
539-57-2863,male,Miguel,K,Ness,1130 Mutton Town Road,Seattle,WA,98109,2/18/1989,Visa,4716962061539308,3/2014
593-29-6180,female,Colleen,A,West,286 Marion Drive,Plant City,FL,33566,7/16/1963,Visa,4929686309207237,3/2013
358-96-3708,female,Lucy,J,Gooden,1860 Spinnaker Lane,Chicago,IL,60654,3/21/1991,Visa,4716561821450507,2/2014
617-15-8647,male,Brandon,E,Hogg,1091 Thompson Drive,Oakland,CA,94612,4/7/1967,MasterCard,5103672251437092,4/2012
336-20-6901,female,Patrica,D,Peacock,297 Little Acres Lane,Champaign,IL,61820,8/9/1931,MasterCard,5562092604969127,5/2013
639-28-4853,male,Robert,J,Griffin,438 Brookview Drive,Beaumont,TX,77701,7/25/1986,MasterCard,5102007717730387,12/2013
559-27-1882,male,Andrew,M,Johnson,3214 Highland View Drive,Sacramento,CA,95814,6/28/1956,Visa,4485747638139651,4/2012
512-01-3985,male,Jose,B,Kovar,1630 Roosevelt Road,Garden City,KS,67846,9/3/1926,MasterCard,5362942333555443,10/2013
380-56-1200,female,Katherine,F,Lloyd,4187 John Avenue,Lansing,MI,48933,1/5/1941,Visa,4916256590437474,3/2015
288-38-2959,male,Jonathan,S,Smith,3654 James Martin Circle,Columbus,OH,43215,12/25/1933,Visa,4485287095243159,12/2012
021-42-5083,female,Saundra,S,Hodges,1859 Lyon Avenue,Worcester,MA,01608,1/26/1958,MasterCard,5122081032928121,4/2014
232-51-3067,female,Michelle,B,Green,3159 Froe Street,Anawalt,WV,24808,10/13/1986,MasterCard,5454410362175938,9/2013
191-32-2157,female,Patricia,G,Cooper,810 Lincoln Drive,Newport,PA,17074,6/28/1947,Visa,4532888456482402,10/2014
771-03-1673,female,Carol,J,Ortegon,62 County Line Road,Tampa,FL,33602,9/6/1964,Visa,4556501733545195,9/2011
355-58-4901,male,Oliver,C,Smith,605 Matthews Street,Sterling,IL,61081,5/21/1935,Visa,4539481936079460,3/2012
125-12-7315,male,Kenneth,L,Daly,1287 Dancing Dove Lane,Garden City,NY,11530,12/20/1982,Visa,4532039234317326,9/2015
560-56-9034,female,Brenda,R,Davis,49 Coleman Avenue,San Marcos,CA,92069,5/23/1956,MasterCard,5423714420000782,8/2015
180-07-6753,male,Jack,K,Olson,3524 Hidden Valley Road,Lititz,PA,17543,11/10/1934,MasterCard,5361897039335741,4/2015
140-20-8885,male,Eric,F,Criss,829 Stoney Lane,Jersey City,NJ,07304,1/12/1950,MasterCard,5385063532543347,4/2011
378-27-1636,male,Jerry,J,Elms,3492 Pinewood Avenue,Marquette,MI,49855,3/3/1944,MasterCard,5378235596302286,8/2013
657-03-5300,male,George,C,Loehr,1460 Still Pastures Drive,North Augusta,SC,29841,1/23/1968,MasterCard,5403983032002023,8/2011
647-74-3090,female,Wendy,M,Hudson,2696 White River Way,Layton,UT,84041,1/12/1936,MasterCard,5546369891876129,10/2015
536-36-6616,male,Robert,S,Church,3311 Horizon Circle,Tacoma,WA,98444,3/16/1930,MasterCard,5329355407821298,10/2015
452-39-7194,male,Brent,E,Cole,3440 Chapel Street,Houston,TX,77030,1/20/1982,MasterCard,5177901868887360,10/2014
640-03-1928,female,Christine,D,Ryder,4514 Monroe Street,Houston,TX,77055,7/11/1928,MasterCard,5184784856566134,9/2011
350-90-8768,male,Neal,S,Hart,3266 Pringle Drive,Chicago,IL,60603,5/6/1936,Visa,4532591254171108,2/2014
543-51-1875,male,James,J,Johnson,2606 Heron Way,Portland,OR,97205,6/20/1941,MasterCard,5234562804735187,6/2015
593-87-2037,female,Mary,J,Isbell,3594 Powder House Road,Miami,FL,33132,3/31/1933,Visa,4556247558560949,11/2013
207-14-5707,female,Helen,P,Miller,1743 Stoney Lonesome Road,Pottsville,PA,17901,7/5/1959,Visa,4916195373751372,12/2014
612-26-6740,male,Oscar,W,Roberts,80 Riverwood Drive,Chico,CA,95926,1/12/1974,MasterCard,5354511726658922,10/2012
690-07-7263,male,James,R,Martin,2367 Twin Willow Lane,Fayetteville,NC,28301,2/27/1970,Visa,4539415331593956,7/2013
155-84-2419,female,Amber,T,Hernandez,787 Granville Lane,Wayne,NJ,07477,7/6/1976,MasterCard,5117240668366686,3/2011
564-91-6341,female,Abigail,N,Gallagher,2006 Hamill Avenue,San Diego,CA,92111,7/18/1985,Visa,4916648880631784,2/2012
351-78-9402,female,Sherry,N,Clark,4880 Rose Street,Monee,IL,60449,6/2/1949,MasterCard,5189212020135284,5/2012
279-86-2557,male,Charles,T,Owens,3170 Hiddenview Drive,Lakewood,OH,44107,3/21/1964,Visa,4916163841450894,7/2013
531-51-2376,male,James,M,Holmes,2473 University Street,Seattle,WA,98119,11/7/1941,MasterCard,5230994701004678,4/2013
519-22-1777,female,Lexie,D,Snider,4784 Young Road,Boise,ID,83702,8/12/1936,MasterCard,5567524318270868,10/2015
503-24-1975,female,Polly,S,Seymour,1773 Hartway Street,Rapid City,SD,57701,5/4/1976,MasterCard,5529905658774394,4/2015
344-78-9771,male,Warren,M,McRae,263 Fraggle Drive,Chicago,IL,60606,11/10/1976,MasterCard,5186536341872115,10/2015
511-44-7195,male,Manuel,K,Frazier,3273 Oliverio Drive,Wichita,KS,67202,2/2/1949,MasterCard,5417649816624258,7/2014
541-43-0705,female,Jacqueline,C,Wesley,4030 New Street,Portland,OR,97209,3/25/1933,MasterCard,5561957660935298,5/2014
495-96-4821,female,Rose,J,Simons,240 White Oak Drive,Holden,MO,64040,10/14/1955,MasterCard,5311264757314948,8/2014
646-26-1840,female,Josephine,B,Williams,1446 Lang Avenue,Vernal,UT,84078,4/30/1940,MasterCard,5316735146123574,5/2011
272-03-0747,male,Justin,R,Perez,66 Harter Street,Sabina,OH,45169,8/12/1971,MasterCard,5497366850273644,8/2012
550-20-9756,female,Nellie,F,Shelton,1724 Carriage Court,Carlsbad,CA,92009,9/4/1957,MasterCard,5511467533960532,12/2012
496-17-3713,male,George,S,Bahr,4948 Court Street,Old Monroe,MO,63369,1/22/1992,MasterCard,5150075775647497,10/2012
769-32-0187,male,Travis,J,Priest,1109 Marigold Lane,Pompano Beach,FL,33069,5/1/1967,MasterCard,5211664937210760,3/2014
126-66-3568,female,Lucia,C,Moreno,163 Wayback Lane,Smithtown,NY,11787,4/13/1981,Visa,4916297728506988,6/2015
158-72-7849,male,David,D,Grubbs,4888 Lake Road,Camden,NJ,08102,1/21/1928,MasterCard,5254393152884483,11/2012
441-74-7656,male,Robert,J,Maust,42 Bridge Street,Tulsa,OK,74120,5/18/1958,MasterCard,5463654364767403,2/2011
393-23-2513,male,James,V,Bryant,3375 Sycamore Lake Road,Green Bay,WI,54313,8/18/1980,Visa,4916547842514544,8/2015
371-52-5759,male,Charles,C,Yarbrough,3756 Don Jackson Lane,Livonia,MI,48150,2/8/1936,MasterCard,5425788669231058,11/2013
403-31-2263,female,Margaret,M,Quinn,4395 Cerullo Road,Louisville,KY,40205,3/26/1928,Visa,4916494798442554,6/2014
565-87-9038,male,Patrick,R,Perez,2366 Carriage Court,Vista,CA,92083,6/26/1966,Visa,4929100636969337,1/2013
004-24-6096,male,Eddie,M,Carter,1305 Fantages Way,Sherman Mills,ME,04776,9/26/1937,MasterCard,5235617277554256,8/2011
017-09-1239,female,Elissa,J,Frank,2033 Leverton Cove Road,Springfield,MA,01109,10/7/1971,Visa,4716769611822294,7/2013
475-84-0680,male,Nathanial,N,Coffey,2256 Jewell Road,Minneapolis,MN,55406,9/12/1975,MasterCard,5430705399656720,12/2012
010-68-8840,male,Jeremy,S,Mendez,1923 Joanne Lane,Leominster,MA,01453,3/23/1971,MasterCard,5597035117758437,2/2012
029-40-7664,male,Joshua,K,Scott,2157 Hummingbird Way,Cambridge,MA,02141,4/15/1945,MasterCard,5558270605310295,9/2013
193-38-7412,female,Cora,A,Lancaster,233 Beechwood Drive,Bridgeville,PA,15017,6/1/1966,MasterCard,5438196172940352,9/2015
237-84-3458,male,Brian,P,Melendy,2732 Bryan Street,West Jefferson,NC,28694,1/22/1958,MasterCard,5446851781376741,1/2015
591-04-6087,female,Mamie,W,Gonzalez,2332 Everette Alley,Miami,FL,33131,9/12/1945,MasterCard,5425883837463558,5/2015
679-01-6712,male,William,N,Bishop,1346 Barrington Court,Keiser,AR,72351,11/7/1942,MasterCard,5480995146965859,9/2012
017-40-7729,female,Pamela,G,West,388 Rockford Road,Mansfield,MA,02048,9/9/1989,MasterCard,5455890032578042,10/2015
068-16-0529,male,Dale,T,Tarrance,3062 Cliffside Drive,Syracuse,NY,13221,1/6/1951,MasterCard,5491463023652774,10/2014
359-58-3407,male,Jeffrey,B,Bove,2482 Eagle Street,Lawrenceville,IL,62439,4/9/1933,MasterCard,5201088595183766,3/2012
238-12-0080,male,John,E,Meza,3149 Keyser Ridge Road,Thomasville,NC,27360,2/21/1979,MasterCard,5151506105416244,12/2015
042-48-5952,male,Ramiro,D,Riddle,1934 Hart Street,New Haven,CT,06511,2/11/1938,MasterCard,5199736010449782,11/2013
183-68-2753,female,Helen,M,Prater,3910 Rocky Road,Ambler,PA,19002,7/16/1969,Visa,4716663608962579,5/2012
420-76-8250,male,Alexander,S,Hopkins,3957 Retreat Avenue,Birmingham,AL,35203,5/5/1952,MasterCard,5183945007152774,3/2011
565-48-5609,male,Eric,L,Burt,4319 Pike Street,San Diego,CA,92123,4/2/1958,Visa,4556174212697174,5/2011
484-72-6200,male,Thomas,R,Morris,116 Southern Avenue,Urbandale,IA,50322,12/18/1969,MasterCard,5500668661162246,12/2015
639-18-7044,female,Constance,W,Hayton,1067 Wines Lane,Houston,TX,77032,7/26/1942,Visa,4485134652212146,3/2014
005-58-8484,male,Raymond,A,Barker,4371 Chipmunk Lane,Northeast Harbor,ME,04622,9/25/1949,Visa,4916706346331488,12/2012
257-63-7568,male,Luke,S,Nelson,214 Locust Street,Preston,GA,31824,6/18/1951,MasterCard,5247153528572331,2/2011
378-90-8987,female,Loretta,J,Brown,4381 Railroad Street,Marquette,MI,49855,8/2/1947,Visa,4716098117759895,6/2011
215-06-3321,female,Sandra,R,King,2920 Chatham Way,Washington,MD,20005,10/3/1971,MasterCard,5390005735337947,3/2015
379-06-8853,female,Julia,A,Edmond,4479 D Street,Southfield,MI,48075,11/23/1955,MasterCard,5481969134980963,4/2012
261-12-8735,female,Jessica,L,Casey,3932 Saints Alley,Tampa,FL,33610,4/21/1926,Visa,4929015747385266,8/2015
400-56-6491,male,Ray,N,Hurley,4770 Gregory Lane,Louisville,KY,40299,3/28/1957,Visa,4485532178764393,11/2011
259-24-1914,male,Robert,M,Williams,2859 Kuhl Avenue,Atlanta,GA,30329,10/20/1967,MasterCard,5386478616382603,3/2013
670-18-5958,male,Michael,S,Childers,3078 Austin Avenue,Brunswick,GA,31520,10/16/1936,MasterCard,5459171719701777,9/2012
397-18-0315,female,Elizabeth,D,Croft,1697 Comfort Court,Madison,WI,53718,1/8/1974,Visa,4539442279893636,1/2013
516-80-6595,female,Krista,C,Smith,2869 Tibbs Avenue,North Nashua,MT,59248,8/6/1972,MasterCard,5228056501167198,11/2011
483-36-0703,female,Lilia,S,Baker,4897 Nutters Barn Lane,Fort Dodge,IA,50501,6/27/1931,Visa,4929069554504600,12/2014
652-03-2751,female,Mary,J,Blackwell,1237 Shobe Lane,Denver,CO,80216,1/12/1990,Visa,4929750365960582,8/2012
252-68-8085,female,Joellen,T,Brewer,3593 Junkins Avenue,Warwick,GA,31796,2/13/1926,MasterCard,5217761650651479,1/2014
462-77-2899,female,Evelyn,R,Baker,103 White Avenue,Corpus Christi,TX,78411,7/20/1982,Visa,4716397732263170,2/2014
642-98-2206,female,Lucille,D,Hannah,1567 Werninger Street,Houston,TX,77030,1/20/1936,Visa,4929493542207896,11/2015
601-87-2861,female,Barbara,C,Allen,2284 East Avenue,Phoenix,AZ,85003,2/15/1952,MasterCard,5282303730171457,6/2011
548-50-3966,male,Justin,A,Jackson,3273 Freed Drive,Stockton,CA,95219,11/1/1965,MasterCard,5265428084849191,5/2012
571-94-3527,male,Robert,P,Johnson,443 Dennison Street,Stockton,CA,95219,1/31/1956,Visa,4539947056130002,10/2012
633-98-2134,female,Wanda,W,Price,3853 Charmaine Lane,Amarillo,TX,79109,9/8/1927,MasterCard,5424842294532033,6/2014
269-98-6881,male,Bradford,M,Huss,1832 Peaceful Lane,Cleveland,OH,44106,2/20/1985,MasterCard,5303671679274317,1/2014
072-24-8775,male,Richard,S,Dupree,1075 Oak Street,Syracuse,NY,13202,6/23/1985,Visa,4485748544491996,2/2013
246-37-7734,male,Garfield,Y,Shelton,1921 Dola Mine Road,Raleigh,NC,27608,1/20/1939,Visa,4485448051892534,10/2011
107-34-6012,male,George,R,Encarnacion,1162 Geneva Street,New York,NY,10036,2/2/1951,Visa,4716229472844333,1/2015
009-62-3148,male,Paul,G,Snider,289 Essex Court,Colchester,VT,05446,9/18/1975,Visa,4929205575310607,4/2015
169-28-1498,female,Kelly,D,Evans,3962 Hiddenview Drive,Philadelphia,PA,19108,8/23/1978,Visa,4916397306737102,8/2013
488-46-5709,male,Patrick,C,Hodges,3369 Blane Street,Stlouis,MO,63101,2/14/1964,Visa,4532735186039723,7/2013
437-06-7469,female,Katheryn,D,Stever,2063 Victoria Street,Baton Rouge,LA,70802,1/14/1970,Visa,4929406601609570,2/2011
644-80-3158,male,Jeffrey,L,Hostetler,2998 Charmaine Lane,Tahoka,TX,79373,5/11/1979,MasterCard,5445229600321498,3/2011
551-75-2495,male,Michael,J,Pate,4112 Eagles Nest Drive,Sacramento,CA,95814,11/17/1955,MasterCard,5293968487727565,5/2014
266-50-4068,female,Mary,D,Lara,3146 Woodside Circle,Panama City,FL,32401,6/10/1963,MasterCard,5597410407006203,2/2015
312-82-3491,male,Cecil,P,Ouellette,611 Neville Street,Chandler,IN,47610,5/21/1965,Visa,4929363732223658,9/2015
532-88-9213,female,Tricia,R,Wright,1803 Ryder Avenue,Bellevue,WA,98004,1/20/1971,MasterCard,5429161657977387,3/2015
547-99-1284,female,Marjorie,T,Cheek,1401 Wolf Pen Road,San Jose,CA,95134,9/25/1932,MasterCard,5563448118496230,6/2015
260-28-3044,female,Vickie,T,Johnson,1859 Musgrave Street,Atlanta,GA,30342,5/20/1937,MasterCard,5567150106609743,7/2015
359-09-8684,male,Jeffery,J,Melanson,4549 Millbrook Road,Chicago,IL,60606,7/30/1970,MasterCard,5109562317721924,3/2012
607-35-4243,female,Alexis,D,Polo,2357 Roosevelt Wilson Lane,Long Beach,CA,90802,12/19/1939,MasterCard,5112659506813820,1/2015
526-11-4356,female,Susan,T,Patrick,4941 East Avenue,Phoenix,AZ,85003,5/15/1933,Visa,4556319468287531,3/2012
124-20-9564,female,Oma,C,Smart,1693 Nuzum Court,Buffalo,NY,14209,7/19/1975,Visa,4485158102949940,9/2013
446-05-3451,male,William,E,Daley,804 Heather Sees Way,Tulsa,OK,74120,2/3/1980,Visa,4929739434930528,5/2012
562-49-9469,female,Tammy,K,Watson,2787 Station Street,Oakland,CA,94612,6/8/1935,MasterCard,5481718257211338,8/2012
012-10-3335,male,Harold,A,Summers,2636 Kovar Road,Cambridge,MA,02141,5/27/1986,Visa,4916830361105823,7/2014
011-70-7044,male,Matthew,M,Morrison,442 Rainy Day Drive,Cambridge,MA,02141,11/29/1974,MasterCard,5208315460143192,3/2014
636-94-6139,female,Lindsay,A,Mendoza,2516 Scenicview Drive,Athens,TX,75751,12/6/1961,MasterCard,5442739791626839,12/2015
252-77-4679,male,Raymond,L,Tapia,2086 Neuport Lane,Cartersville,GA,30120,7/12/1962,Visa,4916752194781747,1/2015
467-35-2128,male,Matthew,A,Motley,558 Todds Lane,San Antonio,TX,78258,12/12/1966,Visa,4916340975872685,5/2014
235-36-2518,male,George,R,Clements,2488 Augusta Park,Eglon,WV,26716,6/30/1933,MasterCard,5306584639770984,11/2014
223-93-6783,male,Randy,L,Pegram,2841 Jehovah Drive,Winchester,VA,22601,11/14/1946,MasterCard,5389591574053763,5/2014
197-28-5441,male,Mark,J,Tipton,1219 Wakefield Street,Philadelphia,PA,19128,4/6/1931,MasterCard,5531562188307942,9/2011
495-64-5069,female,Elizabeth,N,Henson,4399 Chandler Drive,Sparta,MO,65753,12/15/1944,Visa,4485758391265492,6/2012
073-94-5844,male,Anthony,S,Murray,4071 Geraldine Lane,New York,NY,10011,11/25/1971,Visa,4539423326915820,2/2011
569-60-1716,male,Francis,P,Collins,270 Felosa Drive,Santa Fe Springs,CA,90670,4/24/1983,Visa,4485015327132407,3/2014
006-03-3465,female,Shirley,T,Porter,4048 Bloomfield Way,Portland,ME,04101,1/14/1965,MasterCard,5224409588984122,10/2013
635-72-7531,female,Ivory,L,Sanchez,647 Sardis Sta,Dallas,TX,75202,8/17/1985,MasterCard,5585804840750134,8/2014
539-20-5869,male,Andrew,Z,Townsend,4856 Stockert Hollow Road,Kirkland,WA,98034,10/15/1939,Visa,4532808761732440,9/2011
237-50-2034,male,Calvin,M,Vallee,4658 Happy Hollow Road,Godwin,NC,28344,5/25/1929,MasterCard,5119521199549983,3/2014
619-05-4004,female,Amanda,M,Sloan,4842 Holden Street,San Diego,CA,92101,4/1/1988,MasterCard,5153063306157357,4/2013
529-69-4389,male,Robert,S,Stutler,4110 Walton Street,Salt Lake City,UT,84116,5/26/1951,MasterCard,5122428488407581,6/2013
049-07-4647,male,Edward,P,Nell,2111 Raoul Wallenberg Place,Stamford,CT,06901,10/21/1955,MasterCard,5405904786656580,2/2013
163-38-4788,female,Lynda,J,Cummingham,498 Hiddenview Drive,Philadelphia,PA,19108,1/28/1959,Visa,4556567349340834,11/2013
342-96-7617,female,Phyllis,J,Brown,2348 Oakmound Drive,Hickory Hills,IL,60457,7/3/1970,Visa,4532301119071224,10/2011
682-09-9667,female,Lakeshia,J,Coggin,2362 Jennifer Lane,Durham,NC,27713,4/8/1990,MasterCard,5282400657348173,1/2013
320-10-8606,male,Tommie,J,Suh,1950 Braxton Street,Schaumburg,IL,60173,9/4/1973,MasterCard,5101101901003080,2/2014
